Fecha(yyyy-mm-dd),Hora(hh:mm:ss),Temperatura(℃),Humedad(%),Dirección del viento(°),Velocidad del viento(m/s),Presión barométrica(hPa),Precipitación(mm)
2024-02-25,0 days 23:57:21,20.3,85.5,110.5,0.9,1014.2,0.0
2024-02-26,0 days 00:07:21,20.2,86.0,96.2,0.9,1014.1,0.0
2024-02-26,0 days 00:17:21,20.2,86.0,104.0,1.0,1014.1,0.0
2024-02-26,0 days 00:27:21,20.1,86.5,114.9,1.0,1014.0,0.0
2024-02-26,0 days 00:37:21,20.0,87.0,111.5,0.8,1014.0,0.0
2024-02-26,0 days 00:47:21,20.0,87.0,115.8,0.8,1013.9,0.0
2024-02-26,0 days 00:57:21,19.9,87.5,109.1,1.4,1013.9,0.0
2024-02-26,0 days 01:07:21,19.8,87.5,124.2,0.9,1013.8,0.0
2024-02-26,0 days 01:17:23,19.7,87.5,133.7,0.5,1013.7,0.0
2024-02-26,0 days 01:27:21,19.6,89.0,160.2,0.6,1013.7,0.0
2024-02-26,0 days 01:37:21,19.4,89.5,141.7,0.6,1013.6,0.0
2024-02-26,0 days 01:47:21,19.0,89.5,263.7,1.0,1013.7,0.0
2024-02-26,0 days 01:57:21,18.7,90.5,257.4,0.9,1013.6,0.0
2024-02-26,0 days 02:07:21,18.6,91.5,261.8,0.8,1013.7,0.0
2024-02-26,0 days 02:17:21,18.4,91.5,270.7,0.5,1013.6,0.0
2024-02-26,0 days 02:27:21,18.4,92.0,264.0,0.7,1013.6,0.0
2024-02-26,0 days 02:37:21,18.4,92.0,342.1,0.4,1013.5,0.0
2024-02-26,0 days 02:47:21,18.4,92.5,294.9,0.6,1013.5,0.0
2024-02-26,0 days 02:57:22,18.5,92.5,95.1,0.5,1013.4,0.0
2024-02-26,0 days 03:07:21,18.5,92.5,117.4,0.3,1013.3,0.0
2024-02-26,0 days 03:17:21,18.1,92.0,329.9,0.4,1013.3,0.0
2024-02-26,0 days 03:27:21,18.0,92.5,326.5,0.8,1013.3,0.0
2024-02-26,0 days 03:37:21,18.2,93.0,91.8,0.5,1013.2,0.0
2024-02-26,0 days 03:47:21,18.2,92.5,95.3,0.2,1013.1,0.0
2024-02-26,0 days 03:57:21,18.3,93.0,58.3,0.4,1013.2,0.0
2024-02-26,0 days 04:07:21,17.8,92.0,88.8,0.6,1013.1,0.0
2024-02-26,0 days 04:17:21,18.1,93.0,220.2,0.1,1013.0,0.0
2024-02-26,0 days 04:27:21,17.6,92.0,302.7,0.4,1013.1,0.0
2024-02-26,0 days 04:37:21,17.4,92.5,280.5,0.7,1013.2,0.0
2024-02-26,0 days 04:47:21,17.0,92.5,273.4,0.5,1013.2,0.0
2024-02-26,0 days 04:57:21,16.9,93.0,268.6,0.4,1013.3,0.0
2024-02-26,0 days 05:07:21,16.8,93.0,282.3,0.8,1013.4,0.0
2024-02-26,0 days 05:17:21,16.7,93.5,90.8,0.6,1013.3,0.0
2024-02-26,0 days 05:27:21,16.4,93.5,86.4,0.5,1013.4,0.0
2024-02-26,0 days 05:37:21,16.3,93.5,132.0,0.5,1013.4,0.0
2024-02-26,0 days 05:47:21,16.2,93.5,129.8,0.5,1013.5,0.0
2024-02-26,0 days 05:57:21,15.9,93.0,162.1,0.9,1013.4,0.0
2024-02-26,0 days 06:07:21,15.6,93.5,169.5,0.8,1013.6,0.0
2024-02-26,0 days 06:17:21,15.5,93.5,164.0,0.9,1013.6,0.0
2024-02-26,0 days 06:27:21,15.5,93.5,157.0,0.9,1013.7,0.0
2024-02-26,0 days 06:37:21,15.8,94.0,166.7,1.1,1013.7,0.0
2024-02-26,0 days 06:47:21,15.6,94.0,174.2,1.2,1013.8,0.0
2024-02-26,0 days 06:57:21,15.7,94.0,173.6,0.8,1014.1,0.0
2024-02-26,0 days 07:07:26,15.7,94.0,160.3,0.8,1014.0,0.0
2024-02-26,0 days 07:17:21,16.1,94.0,125.6,0.7,1014.0,0.0
2024-02-26,0 days 07:27:21,16.7,94.0,103.2,0.7,1013.9,0.0
2024-02-26,0 days 07:37:21,17.0,94.0,118.0,0.7,1014.1,0.0
2024-02-26,0 days 07:47:21,17.3,94.0,80.0,0.5,1014.1,0.0
2024-02-26,0 days 07:57:21,17.8,94.0,169.2,0.4,1014.1,0.0
2024-02-26,0 days 08:07:22,18.0,94.0,128.3,1.0,1014.2,0.0
2024-02-26,0 days 08:17:21,18.0,93.5,133.8,0.5,1014.2,0.0
2024-02-26,0 days 08:27:21,18.4,94.0,130.8,0.3,1014.3,0.0
2024-02-26,0 days 08:37:21,18.8,94.0,117.7,0.7,1014.3,0.0
2024-02-26,0 days 08:47:21,19.0,93.5,147.3,1.5,1014.4,0.0
2024-02-26,0 days 08:57:21,19.2,93.5,145.1,1.5,1014.5,0.0
2024-02-26,0 days 09:07:21,19.2,93.0,192.4,1.5,1014.5,0.0
2024-02-26,0 days 09:17:21,19.6,92.5,128.2,1.3,1014.6,0.0
2024-02-26,0 days 09:27:21,20.0,90.5,174.5,0.9,1014.7,0.0
2024-02-26,0 days 09:37:21,20.6,87.0,159.5,1.2,1014.7,0.0
2024-02-26,0 days 09:47:21,21.3,84.0,191.8,0.9,1014.7,0.0
2024-02-26,0 days 09:57:21,22.0,81.0,156.5,1.7,1014.6,0.0
2024-02-26,0 days 10:07:21,22.3,81.0,135.4,1.6,1014.5,0.0
2024-02-26,0 days 10:17:21,23.5,76.0,131.9,1.8,1014.4,0.0
2024-02-26,0 days 10:27:21,24.3,73.0,142.3,1.8,1014.3,0.0
2024-02-26,0 days 10:37:21,24.9,70.0,158.8,2.5,1014.2,0.0
2024-02-26,0 days 10:47:21,25.4,68.0,165.5,0.8,1014.1,0.0
2024-02-26,0 days 10:57:21,25.3,67.0,143.7,2.4,1014.0,0.0
2024-02-26,0 days 11:07:21,25.7,67.0,143.4,1.0,1013.9,0.0
2024-02-26,0 days 11:17:21,27.3,61.0,114.3,2.0,1013.8,0.0
2024-02-26,0 days 11:27:21,27.5,60.5,119.1,2.4,1013.6,0.0
2024-02-26,0 days 11:37:21,27.5,59.0,158.3,2.9,1013.3,0.0
2024-02-26,0 days 11:47:21,28.1,57.0,126.8,3.8,1013.1,0.0
2024-02-26,0 days 11:57:21,28.3,56.5,115.5,2.6,1012.9,0.0
2024-02-26,0 days 12:07:21,28.5,56.0,100.3,1.4,1012.7,0.0
2024-02-26,0 days 12:17:21,29.3,54.0,154.2,2.5,1012.4,0.0
2024-02-26,0 days 12:27:23,29.4,54.0,140.4,1.4,1012.2,0.0
2024-02-26,0 days 12:37:21,28.9,55.5,148.9,1.4,1012.0,0.0
2024-02-26,0 days 12:47:21,29.8,52.0,77.2,0.6,1011.7,0.0
2024-02-26,0 days 12:57:21,30.6,50.0,124.4,3.1,1011.3,0.0
2024-02-26,0 days 13:07:21,31.0,48.5,137.4,3.5,1011.1,0.0
2024-02-26,0 days 13:17:21,32.1,46.5,75.0,2.7,1010.7,0.0
2024-02-26,0 days 13:27:21,32.0,46.5,40.5,1.9,1010.5,0.0
2024-02-26,0 days 13:37:21,32.3,45.5,143.0,3.2,1010.2,0.0
2024-02-26,0 days 13:47:21,32.5,46.5,78.4,4.1,1009.9,0.0
2024-02-26,0 days 13:57:21,32.7,46.5,141.1,2.1,1009.6,0.0
2024-02-26,0 days 14:07:21,32.4,49.0,108.9,0.9,1009.3,0.0
2024-02-26,0 days 18:07:21,27.9,62.5,60.9,3.0,1007.9,0.0
2024-02-26,0 days 18:17:21,27.8,63.0,116.5,1.4,1007.9,0.0
2024-02-26,0 days 18:27:21,27.6,64.5,89.5,1.9,1007.9,0.0
2024-02-26,0 days 18:47:21,25.9,67.5,86.7,1.5,1008.0,0.0
2024-02-26,0 days 18:57:21,25.5,68.0,95.5,2.6,1008.1,0.0
2024-02-26,0 days 19:07:21,25.0,69.5,71.8,2.1,1008.2,0.0
2024-02-26,0 days 19:17:21,24.6,72.0,67.1,3.1,1008.3,0.0
2024-02-26,0 days 19:27:21,24.2,74.0,100.1,3.1,1008.5,0.0
2024-02-26,0 days 19:37:21,24.0,76.5,88.6,2.6,1008.6,0.0
2024-02-26,0 days 19:47:21,23.7,78.0,105.6,1.8,1008.7,0.0
2024-02-26,0 days 19:57:21,23.5,79.0,87.2,2.7,1008.8,0.0
2024-02-26,0 days 20:07:21,23.4,80.0,91.3,2.7,1008.8,0.0
2024-02-26,0 days 20:17:21,23.2,80.5,75.7,3.1,1009.1,0.0
2024-02-26,0 days 20:27:21,23.2,81.0,119.5,1.3,1009.2,0.0
2024-02-26,0 days 20:37:21,23.0,81.5,119.1,2.1,1009.3,0.0
2024-02-26,0 days 20:47:21,22.9,82.0,86.1,2.0,1009.3,0.0
2024-02-26,0 days 20:57:21,22.8,82.5,132.2,2.1,1009.2,0.0
2024-02-26,0 days 21:07:21,22.6,82.5,95.9,2.5,1009.3,0.0
2024-02-26,0 days 21:17:21,22.6,83.0,111.0,2.5,1009.5,0.0
2024-02-26,0 days 21:27:21,22.4,83.5,108.3,1.6,1009.7,0.0
2024-02-26,0 days 21:37:21,22.3,83.5,59.5,2.1,1009.5,0.0
2024-02-26,0 days 21:47:21,22.2,84.0,111.0,1.6,1009.6,0.0
2024-02-26,0 days 21:57:21,22.2,84.5,119.6,3.2,1009.8,0.0
2024-02-26,0 days 22:07:21,22.1,84.5,96.4,1.4,1009.7,0.0
2024-02-26,0 days 22:17:21,22.1,84.5,146.5,0.9,1009.6,0.0
2024-02-26,0 days 22:27:21,22.0,85.0,135.1,2.8,1009.6,0.0
2024-02-26,0 days 22:37:21,21.9,85.5,135.2,1.6,1009.6,0.0
2024-02-26,0 days 22:47:21,21.8,85.5,122.1,1.5,1009.5,0.0
2024-02-26,0 days 22:57:21,21.7,86.0,123.5,2.0,1009.5,0.0
2024-02-26,0 days 23:07:21,21.6,86.5,90.6,1.7,1009.4,0.0
2024-02-26,0 days 23:17:22,21.5,86.5,122.1,1.7,1009.6,0.0
2024-02-26,0 days 23:27:21,21.5,86.5,93.7,2.0,1009.5,0.0
2024-02-26,0 days 23:37:21,21.4,86.5,92.9,0.7,1009.5,0.0
2024-02-26,0 days 23:47:21,21.4,86.5,95.0,1.2,1009.5,0.0
2024-02-26,0 days 23:57:21,21.3,87.0,127.3,1.8,1009.3,0.0
2024-02-27,0 days 00:07:21,21.3,87.0,137.5,1.5,1009.2,0.0
2024-02-27,0 days 00:17:21,21.2,88.0,161.5,0.9,1009.4,0.0
2024-02-27,0 days 00:27:21,20.6,89.0,90.6,0.5,1009.4,0.0
2024-02-27,0 days 00:37:21,20.5,89.5,119.8,0.6,1009.2,0.0
2024-02-27,0 days 00:47:21,20.7,90.5,146.5,1.1,1009.2,0.0
2024-02-27,0 days 00:57:21,20.6,90.0,159.5,0.4,1009.2,0.0
2024-02-27,0 days 01:07:21,20.4,90.0,122.7,0.6,1009.0,0.0
2024-02-27,0 days 01:17:21,20.5,91.0,96.8,0.5,1008.9,0.0
2024-02-27,0 days 01:27:21,20.4,90.5,114.9,0.6,1008.9,0.0
2024-02-27,0 days 01:37:21,20.5,91.0,66.6,0.2,1008.9,0.0
2024-02-27,0 days 01:47:21,20.4,91.5,110.5,0.6,1008.7,0.0
2024-02-27,0 days 01:57:21,20.5,91.5,133.8,0.7,1008.7,0.0
2024-02-27,0 days 02:07:21,20.2,91.0,344.3,0.2,1008.7,0.0
2024-02-27,0 days 02:17:21,20.2,91.5,351.0,0.2,1008.6,0.0
2024-02-27,0 days 02:27:21,20.2,92.0,126.4,0.5,1008.4,0.0
2024-02-27,0 days 02:37:21,20.4,91.0,118.8,0.5,1008.3,0.0
2024-02-27,0 days 02:47:21,20.5,90.5,82.6,0.4,1008.2,0.0
2024-02-27,0 days 02:57:21,20.6,90.0,124.5,0.5,1008.3,0.0
2024-02-27,0 days 03:07:21,20.8,90.0,168.6,0.5,1008.2,0.0
2024-02-27,0 days 03:17:21,20.9,89.0,126.3,0.5,1008.1,0.0
2024-02-27,0 days 03:27:21,21.0,89.0,75.2,0.4,1008.0,0.0
2024-02-27,0 days 03:37:21,21.2,89.5,107.7,0.6,1007.9,0.0
2024-02-27,0 days 03:47:21,21.3,89.5,133.6,0.7,1007.7,0.0
2024-02-27,0 days 03:57:21,21.4,89.0,146.2,1.0,1007.7,0.0
2024-02-27,0 days 04:07:21,21.2,88.5,155.9,0.8,1007.7,0.0
2024-02-27,0 days 04:17:21,20.9,89.0,144.0,0.9,1007.8,0.0
2024-02-27,0 days 04:27:21,20.8,89.5,145.3,0.9,1007.6,0.0
2024-02-27,0 days 04:37:21,20.7,89.5,159.3,0.7,1007.5,0.0
2024-02-27,0 days 04:47:21,20.7,89.5,182.7,0.8,1007.5,0.0
2024-02-27,0 days 04:57:21,20.7,89.5,196.7,1.0,1007.5,0.0
2024-02-27,0 days 05:07:21,20.6,90.0,181.7,1.4,1007.5,0.0
2024-02-27,0 days 05:17:21,20.7,90.0,162.1,1.8,1007.4,0.0
2024-02-27,0 days 05:27:21,20.7,90.0,188.7,1.8,1007.5,0.0
2024-02-27,0 days 05:37:21,20.5,90.5,196.4,1.2,1007.4,0.0
2024-02-27,0 days 05:47:21,20.2,91.0,181.9,1.1,1007.4,0.0
2024-02-27,0 days 05:57:21,20.0,92.0,191.3,1.0,1007.4,0.0
2024-02-27,0 days 06:07:21,19.8,92.5,163.6,0.9,1007.4,0.0
2024-02-27,0 days 06:17:21,19.7,93.0,164.7,1.0,1007.5,0.0
2024-02-27,0 days 06:27:21,19.6,93.0,182.1,0.7,1007.6,0.0
2024-02-27,0 days 06:37:21,19.6,93.0,185.8,0.8,1007.6,0.0
2024-02-27,0 days 06:47:21,19.5,93.0,182.6,0.6,1007.6,0.0
2024-02-27,0 days 06:57:21,19.5,93.5,160.8,1.0,1007.6,0.0
2024-02-27,0 days 07:07:21,19.5,93.5,164.5,1.0,1007.6,0.0
2024-02-27,0 days 07:17:21,19.5,93.5,168.5,0.8,1007.7,0.0
2024-02-27,0 days 07:27:21,19.6,93.5,89.7,1.1,1007.9,0.0
2024-02-27,0 days 07:37:21,20.0,93.5,221.5,0.1,1008.0,0.0
2024-02-27,0 days 07:47:21,20.1,93.0,134.6,0.8,1008.0,0.0
2024-02-27,0 days 07:57:21,20.3,93.0,88.0,0.4,1008.2,0.0
2024-02-27,0 days 08:07:21,20.5,92.5,135.0,0.7,1008.3,0.0
2024-02-27,0 days 08:17:21,20.9,91.5,143.9,0.9,1008.4,0.0
2024-02-27,0 days 08:27:21,21.5,89.5,353.3,0.8,1008.3,0.0
2024-02-27,0 days 08:37:21,21.6,88.5,49.2,0.2,1008.4,0.0
2024-02-27,0 days 08:47:21,21.9,87.0,125.3,0.7,1008.5,0.0
2024-02-27,0 days 08:57:21,21.9,86.5,160.2,0.9,1008.5,0.0
2024-02-27,0 days 09:07:21,22.2,85.0,188.5,1.6,1008.5,0.0
2024-02-27,0 days 09:17:21,22.8,83.0,137.8,1.5,1008.6,0.0
2024-02-27,0 days 09:27:21,23.2,81.0,152.5,1.9,1008.6,0.0
2024-02-27,0 days 09:37:21,23.4,80.5,153.4,2.1,1008.5,0.0
2024-02-27,0 days 09:47:21,23.6,80.0,1.6,0.5,1008.6,0.0
2024-02-27,0 days 09:57:21,23.4,79.0,163.3,2.3,1008.6,0.0
2024-02-27,0 days 10:07:21,23.7,78.5,151.4,1.7,1008.4,0.0
2024-02-27,0 days 10:17:21,24.2,77.5,134.6,1.7,1008.4,0.0
2024-02-27,0 days 10:27:21,24.4,76.0,287.5,0.6,1008.5,0.0
2024-02-27,0 days 10:37:21,25.1,74.0,128.3,1.6,1008.5,0.0
2024-02-27,0 days 10:47:21,25.5,72.0,156.3,2.0,1008.5,0.0
2024-02-27,0 days 10:57:20,25.4,72.0,153.6,2.9,1008.4,0.0
2024-02-27,0 days 11:07:21,25.0,74.0,140.7,2.1,1008.4,0.0
2024-02-27,0 days 11:17:21,24.4,76.0,165.9,1.3,1008.2,0.0
2024-02-27,0 days 11:27:21,24.9,74.0,137.7,1.7,1008.0,0.0
2024-02-27,0 days 11:37:21,25.4,73.0,99.8,3.5,1008.0,0.0
2024-02-27,0 days 11:47:21,25.6,72.0,97.6,2.2,1007.8,0.0
2024-02-27,0 days 11:57:21,26.3,71.0,143.0,1.5,1007.5,0.0
2024-02-27,0 days 12:07:21,26.8,68.5,153.4,3.9,1007.3,0.0
2024-02-27,0 days 12:17:21,26.9,68.5,162.7,1.5,1007.0,0.0
2024-02-27,0 days 12:27:21,27.9,64.0,87.0,1.1,1006.7,0.0
2024-02-27,0 days 12:37:21,29.1,60.0,89.8,1.7,1006.5,0.0
2024-02-27,0 days 12:47:21,29.0,59.5,145.9,1.6,1006.2,0.0
2024-02-27,0 days 12:57:21,30.0,56.5,88.1,0.6,1005.9,0.0
2024-02-27,0 days 13:07:21,30.6,54.5,90.6,1.5,1005.7,0.0
2024-02-27,0 days 13:17:21,30.8,54.5,121.1,1.4,1005.3,0.0
2024-02-27,0 days 13:27:21,31.1,53.5,74.0,0.7,1005.0,0.0
2024-02-27,0 days 13:37:21,32.2,49.0,64.0,0.9,1004.7,0.0
2024-02-27,0 days 13:47:21,32.6,49.5,124.8,1.0,1004.4,0.0
2024-02-27,0 days 13:57:21,32.4,48.5,88.6,1.9,1004.2,0.0
2024-02-27,0 days 14:07:21,33.8,45.0,109.8,1.2,1003.9,0.0
2024-02-27,0 days 16:17:21,34.7,42.0,63.6,2.2,1002.0,0.0
2024-02-27,0 days 18:27:21,28.5,60.0,107.7,1.1,1002.4,0.0
2024-02-27,0 days 18:37:21,27.4,63.0,103.4,2.2,1002.4,0.0
2024-02-27,0 days 18:47:21,26.7,66.0,94.6,2.7,1002.3,0.0
2024-02-27,0 days 18:57:21,26.0,69.0,106.1,0.9,1002.6,0.0
2024-02-27,0 days 19:07:21,25.6,71.0,87.5,2.8,1003.0,0.0
2024-02-27,0 days 19:17:21,25.3,72.0,134.6,1.5,1003.1,0.0
2024-02-27,0 days 19:27:21,25.1,73.0,117.5,2.3,1003.1,0.0
2024-02-27,0 days 19:37:21,24.8,74.5,118.5,1.7,1003.3,0.0
2024-02-27,0 days 19:47:21,24.6,75.0,102.6,1.2,1003.4,0.0
2024-02-27,0 days 19:57:21,24.5,76.0,96.2,3.4,1003.6,0.0
2024-02-27,0 days 20:07:23,24.3,76.0,84.5,2.2,1003.6,0.0
2024-02-27,0 days 20:17:21,24.2,76.0,91.1,1.8,1003.6,0.0
2024-02-27,0 days 20:27:21,24.1,76.5,129.0,1.5,1003.7,0.0
2024-02-27,0 days 20:37:21,24.1,76.0,105.0,2.5,1003.8,0.0
2024-02-27,0 days 20:47:21,24.0,76.0,92.1,2.9,1003.9,0.0
2024-02-27,0 days 20:57:21,23.8,76.5,112.6,3.7,1003.9,0.0
2024-02-27,0 days 21:07:21,23.7,77.0,80.1,2.5,1003.9,0.0
2024-02-27,0 days 21:17:21,23.6,77.0,72.6,2.4,1004.3,0.0
2024-02-27,0 days 21:27:21,23.5,77.5,69.2,1.5,1004.5,0.0
2024-02-27,0 days 21:37:23,23.5,77.0,134.7,1.9,1004.5,0.0
2024-02-27,0 days 21:47:21,23.4,77.0,89.2,2.5,1004.5,0.0
2024-02-27,0 days 21:57:21,23.3,77.0,86.9,3.4,1004.5,0.0
2024-02-27,0 days 22:07:21,23.2,77.5,110.1,4.0,1004.4,0.0
2024-02-27,0 days 22:17:21,23.1,78.0,93.2,2.2,1004.7,0.0
2024-02-27,0 days 22:27:21,23.0,78.5,70.7,2.4,1004.7,0.0
2024-02-27,0 days 22:37:21,23.0,79.0,116.0,2.4,1004.8,0.0
2024-02-27,0 days 22:47:21,23.0,79.0,100.3,2.2,1004.9,0.0
2024-02-27,0 days 22:57:21,23.0,79.5,116.7,2.1,1004.9,0.0
2024-02-27,0 days 23:07:21,23.0,79.5,83.1,2.7,1005.0,0.0
2024-02-27,0 days 23:17:21,23.0,80.0,113.3,3.3,1004.9,0.0
2024-02-27,0 days 23:27:21,22.9,80.5,109.4,2.7,1004.9,0.0
2024-02-27,0 days 23:37:21,22.9,81.0,71.4,1.2,1004.7,0.0
2024-02-27,0 days 23:47:21,22.7,81.5,67.0,1.7,1004.7,0.0
2024-02-27,0 days 23:57:21,22.7,81.5,83.7,1.4,1004.9,0.0
2024-02-28,0 days 00:07:21,22.5,82.5,139.2,1.9,1005.0,0.0
2024-02-28,0 days 00:17:21,22.6,82.0,126.7,2.2,1005.1,0.0
2024-02-28,0 days 00:27:21,22.4,82.5,145.9,1.4,1005.2,0.0
2024-02-28,0 days 00:37:21,22.0,84.0,274.7,0.7,1005.3,0.0
2024-02-28,0 days 00:47:21,21.7,85.0,305.3,0.1,1005.4,0.0
2024-02-28,0 days 00:57:21,21.5,86.0,331.2,0.2,1005.3,0.0
2024-02-28,0 days 01:07:21,21.3,87.0,347.9,0.5,1005.3,0.0
2024-02-28,0 days 01:17:21,21.3,86.5,154.1,0.3,1005.4,0.0
2024-02-28,0 days 01:27:21,21.3,87.0,194.5,0.0,1005.3,0.0
2024-02-28,0 days 01:37:21,21.1,87.5,80.7,0.5,1005.1,0.0
2024-02-28,0 days 01:47:21,21.2,87.5,94.1,0.6,1005.1,0.0
2024-02-28,0 days 01:57:21,21.2,87.5,73.6,0.9,1005.0,0.0
2024-02-28,0 days 02:07:21,21.4,86.5,90.2,1.2,1004.9,0.0
2024-02-28,0 days 02:17:21,21.4,86.5,76.3,1.2,1004.7,0.0
2024-02-28,0 days 02:27:21,21.4,87.0,104.3,1.4,1004.7,0.0
2024-02-28,0 days 02:37:21,21.4,87.0,68.9,1.4,1004.6,0.0
2024-02-28,0 days 02:47:21,21.4,87.0,76.9,0.9,1004.6,0.0
2024-02-28,0 days 02:57:21,21.5,87.5,69.2,1.3,1004.5,0.0
2024-02-28,0 days 03:07:21,21.7,87.0,128.6,2.4,1004.5,0.0
2024-02-28,0 days 03:17:21,21.8,86.5,128.4,1.9,1004.5,0.0
2024-02-28,0 days 03:27:21,21.9,87.0,62.5,0.5,1004.3,0.0
2024-02-28,0 days 03:37:21,21.8,87.0,96.1,1.4,1004.3,0.0
2024-02-28,0 days 03:47:21,21.7,87.5,156.3,1.7,1004.2,0.0
2024-02-28,0 days 03:57:21,21.6,88.0,79.9,1.1,1004.2,0.0
2024-02-28,0 days 04:07:21,21.6,88.5,59.7,0.4,1004.3,0.0
2024-02-28,0 days 04:17:21,21.5,89.0,131.7,1.0,1004.2,0.0
2024-02-28,0 days 04:27:21,21.3,89.5,97.6,0.4,1004.4,0.0
2024-02-28,0 days 04:37:21,20.9,89.5,234.6,0.6,1004.5,0.0
2024-02-28,0 days 04:47:21,20.4,90.0,129.8,0.5,1004.5,0.0
2024-02-28,0 days 04:57:21,20.1,90.0,281.1,0.1,1004.5,0.0
2024-02-28,0 days 05:07:21,19.9,91.0,145.1,0.2,1004.6,0.0
2024-02-28,0 days 05:17:21,19.9,92.0,302.4,0.3,1004.7,0.0
2024-02-28,0 days 05:27:21,19.7,92.5,310.0,0.1,1004.6,0.0
2024-02-28,0 days 05:37:23,19.7,92.5,299.9,0.4,1004.7,0.0
2024-02-28,0 days 05:47:21,19.2,92.0,101.8,0.8,1004.7,0.0
2024-02-28,0 days 05:57:21,18.5,92.0,120.7,0.6,1005.0,0.0
2024-02-28,0 days 06:07:21,17.6,92.0,152.9,1.3,1005.0,0.0
2024-02-28,0 days 06:17:21,17.1,92.5,107.8,0.6,1005.1,0.0
2024-02-28,0 days 06:27:21,17.2,93.0,124.6,0.6,1005.3,0.0
2024-02-28,0 days 06:37:21,17.3,93.0,137.4,0.9,1005.4,0.0
2024-02-28,0 days 06:47:21,17.1,93.0,149.4,1.3,1005.4,0.0
2024-02-28,0 days 06:57:21,17.3,93.5,136.4,1.1,1005.4,0.0
2024-02-28,0 days 07:07:21,18.0,93.5,109.3,0.7,1005.6,0.0
2024-02-28,0 days 07:17:21,18.5,93.5,106.6,0.7,1005.8,0.0
2024-02-28,0 days 07:27:21,18.7,93.5,106.4,0.6,1006.0,0.0
2024-02-28,0 days 07:37:21,18.8,93.5,116.0,0.7,1006.0,0.0
2024-02-28,0 days 07:47:21,19.1,93.5,195.8,0.5,1006.4,0.0
2024-02-28,0 days 07:57:21,19.1,93.5,165.6,0.6,1006.5,0.0
2024-02-28,0 days 08:07:21,19.0,93.0,216.8,0.8,1006.6,0.0
2024-02-28,0 days 08:17:21,19.1,93.0,32.8,0.3,1006.8,0.0
2024-02-28,0 days 08:27:21,19.1,93.0,108.1,0.5,1006.9,0.0
2024-02-28,0 days 08:37:21,19.7,92.5,7.7,0.2,1007.0,0.0
2024-02-28,0 days 08:47:21,19.9,92.0,156.6,0.6,1007.1,0.0
2024-02-28,0 days 08:57:21,20.2,91.5,143.8,0.8,1007.3,0.0
2024-02-28,0 days 09:07:21,20.3,91.0,138.6,0.9,1007.6,0.0
2024-02-28,0 days 09:17:21,20.9,89.0,199.3,0.3,1007.7,0.0
2024-02-28,0 days 09:27:20,21.4,87.0,117.4,0.7,1007.8,0.0
2024-02-28,0 days 09:37:21,21.7,86.5,94.2,0.4,1008.0,0.0
2024-02-28,0 days 09:47:21,22.3,84.0,97.7,0.8,1008.1,0.0
2024-02-28,0 days 09:57:20,22.7,83.5,84.0,1.1,1008.1,0.0
2024-02-28,0 days 10:07:21,22.9,83.5,88.4,0.9,1008.2,0.0
2024-02-28,0 days 10:17:21,23.1,82.5,33.7,1.2,1008.3,0.0
2024-02-28,0 days 10:27:21,23.5,81.5,76.5,1.6,1008.3,0.0
2024-02-28,0 days 10:37:21,23.8,80.0,70.2,1.7,1008.3,0.0
2024-02-28,0 days 10:47:20,23.9,80.0,74.0,0.9,1008.5,0.0
2024-02-28,0 days 10:57:20,24.7,77.5,91.9,1.4,1008.4,0.0
2024-02-28,0 days 11:07:20,25.5,75.0,88.9,0.9,1008.5,0.0
2024-02-28,0 days 11:17:21,26.9,69.5,84.5,1.6,1008.4,0.0
2024-02-28,0 days 11:27:21,28.2,65.5,115.9,1.4,1008.4,0.0
2024-02-28,0 days 11:37:21,29.2,60.5,81.0,1.4,1008.3,0.0
2024-02-28,0 days 11:47:21,29.9,59.5,99.1,1.0,1008.2,0.0
2024-02-28,0 days 11:57:21,29.8,59.0,105.0,0.4,1007.9,0.0
2024-02-28,0 days 12:07:21,30.4,57.5,98.8,1.4,1007.8,0.0
2024-02-28,0 days 12:17:21,30.3,57.5,102.5,0.9,1007.6,0.0
2024-02-28,0 days 12:27:21,31.0,55.0,83.6,2.1,1007.6,0.0
2024-02-28,0 days 12:37:21,30.1,57.0,86.0,1.4,1007.4,0.0
2024-02-28,0 days 12:47:21,31.3,54.0,69.7,1.2,1007.1,0.0
2024-02-28,0 days 12:57:21,31.2,54.0,96.8,1.5,1007.0,0.0
2024-02-28,0 days 13:07:21,31.5,52.5,8.3,0.9,1006.8,0.0
2024-02-28,0 days 13:17:21,32.0,52.0,23.9,0.8,1006.6,0.0
2024-02-28,0 days 13:27:21,32.7,50.0,173.0,0.8,1006.5,0.0
2024-02-28,0 days 13:37:21,32.9,48.5,34.6,1.4,1006.3,0.0
2024-02-28,0 days 13:47:21,33.5,47.0,81.3,1.0,1006.2,0.0
2024-02-28,0 days 17:47:21,27.7,66.0,66.2,2.0,1007.3,0.0
2024-02-28,0 days 17:57:21,27.3,67.0,73.3,2.8,1007.5,0.0
2024-02-28,0 days 18:07:21,26.7,69.5,88.3,1.5,1007.7,0.0
2024-02-28,0 days 18:17:21,26.4,71.0,35.7,1.1,1008.2,0.0
2024-02-28,0 days 18:27:21,26.1,71.0,79.4,2.6,1008.6,0.0
2024-02-28,0 days 18:37:21,25.8,73.0,67.9,1.4,1008.7,0.0
2024-02-28,0 days 18:47:21,25.7,73.0,65.4,4.3,1008.8,0.0
